"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"KR모터스","000040","KOSPI","라피너스콘코르디아제1호사모투자","10%이상주주","0","36.2","▲36.2%p","+9,800,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000396"
"큐리오시스","494120","KOSDAQ","안희돈","부사장 · 비등기임원","1.15","1.16","▲0.01%p","+1,588주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000024"
"진양화학","051630","KOSPI","진양홀딩스","사실상지배주주","68.2","69.2","▲1%p","+210,941주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000026"
"휴마시스","205470","KOSDAQ","인콘","사실상지배주주","8.66","9.01","▲0.35%p","+87,642주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000036"
"진양화학","051630","KOSPI","양준영","회장 · 등기임원","0","0.75","▲0.75%p","+159,280주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000053"
"더코디","224060","KOSDAQ","노희성","이사 · 비등기임원","0","0.07","▲0.07%p","+3,424주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000070"
"더코디","224060","KOSDAQ","양기식","상무이사 · 비등기임원","0","0.08","▲0.08%p","+3,976주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000085"
"더코디","224060","KOSDAQ","배효찬","이사 · 비등기임원","0","0.06","▲0.06%p","+3,340주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000086"
"더코디","224060","KOSDAQ","홍순래","이사 · 비등기임원","0","0.07","▲0.07%p","+3,367주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000089"
"서울식품공업","004410","KOSPI","정필문","10%이상주주","0","10.27","▲10.27%p","+4,075,698주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000088"
