"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"토니모리","214420","KOSPI","배진형","대표이사 · 10%이상주주 · 등기임원","6.3","26.5","▲20.2%p","+4,860,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000327"
"HD현대","267250","KOSPI","정기선","회장 · 사실상지배주주 · 등기임원","6.12","9.67","▲3.55%p","+2,800,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000353"
"윙스풋","335870","KOSDAQ","임신영","대표이사 · 사실상지배주주 · 등기임원","9.02","9.31","▲0.29%p","-1,199,787주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000224"
"ESR켄달스퀘어리츠","365550","KOSPI","미래에셋자산운용","10%이상주주","17.85","18.22","▲0.37%p","+896,647주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000214"
"아이티센씨티에스","031820","KOSPI","아이티센글로벌","사실상지배주주","25","29.75","▲4.75%p","+818,464주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000169"
"디케이앤디","263020","KOSDAQ","최원빈","이사 · 비등기임원","0","5.68","▲5.68%p","+786,181주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000152"
"자비스","254120","KOSDAQ","김형철","대표이사 · 10%이상주주 · 등기임원","25.01","25.77","▲0.76%p","+235,544주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000113"
"롯데리츠","330590","KOSPI","미래에셋자산운용","10%이상주주","14.75","14.83","▲0.08%p","+228,073주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000215"
"오브젠","417860","KOSDAQ","유용희","대표이사 · 등기임원","2.43","6.54","▲4.11%p","+200,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000084"
"SK리츠","395400","KOSPI","미래에셋자산운용","10%이상주주","20.87","20.93","▲0.06%p","+178,341주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000208"
"한화리츠","451800","KOSPI","미래에셋자산운용","10%이상주주","25.69","25.77","▲0.08%p","+155,823주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000213"
"3S","060310","KOSDAQ","정완영","대표이사 · 등기임원","0","0.28","▲0.28%p","+150,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000140"
"미코","059090","KOSDAQ","TheMiriStrategicEmergingMarketsFundLP","외국법인","12.77","13.18","▲0.41%p","+139,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000339"
"신한알파리츠","293940","KOSPI","미래에셋자산운용","10%이상주주","20.67","20.79","▲0.12%p","+138,475주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000217"
"코람코라이프인프라리츠","357120","KOSPI","미래에셋자산운용","10%이상주주","28.09","28.2","▲0.11%p","+109,046주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000220"
"이지스밸류플러스리츠","334890","KOSPI","미래에셋자산운용","10%이상주주","13.84","13.96","▲0.12%p","+83,775주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000218"
"한국알콜","017890","KOSDAQ","TheMiriStrategicEmergingMarketsFundLP","외국법인","14.19","14.53","▲0.34%p","+72,100주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000325"
"대원전선","006340","KOSPI","서명환","대표이사 · 사실상지배주주 · 등기임원","3.49","3.46","▼0.03%p","+50,400주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000010"
"지어소프트","051160","KOSDAQ","TheMiriStrategicEmergingMarketsFundLP","외국법인","11.38","11.57","▲0.19%p","+28,900주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000336"
"매커스","093520","KOSDAQ","TheMiriStrategicEmergingMarketsFundLP","외국법인","11.54","11.67","▲0.13%p","+15,300주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000346"
"크레버스","096240","KOSDAQ","김영화","회장 · 10%이상주주 · 비등기임원","17.15","17.28","▲0.13%p","+13,127주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000283"
"현대차증권","001500","KOSPI","이후술","전문상무 · 비등기임원","0.01","0.03","▲0.02%p","+11,554주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000269"
"상보","027580","KOSDAQ","이강현","이사 · 비등기임원","0","0.1","▲0.1%p","+11,320주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000237"
"서울옥션","063170","KOSDAQ","이호재","이사 · 사실상지배주주 · 등기임원","13.81","13.87","▲0.06%p","+11,125주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000132"
"신한서부티엔디리츠","404990","KOSPI","미래에셋자산운용","10%이상주주","14.69","14.71","▲0.02%p","+10,415주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000211"
"아미코젠","092040","KOSDAQ","소지성","사내이사 · 등기임원","0.16","0.17","▲0.01%p","+10,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000054"
"동양","001520","KOSPI","정진학","대표이사 · 등기임원","0.03","0.04","▲0.01%p","+10,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000070"
"더코디","224060","KOSDAQ","주해중","감사 · 등기임원","0","0.16","▲0.16%p","+8,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000017"
"플레이위드","023770","KOSDAQ","플레이위드게임즈","10%이상주주","11.23","11.31","▲0.08%p","+7,739주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000121"
"더코디","224060","KOSDAQ","진종필","부사장 · 비등기임원","0","0.12","▲0.12%p","+6,010주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000293"
"더코디","224060","KOSDAQ","최현준","대표이사 · 등기임원","0","0.08","▲0.08%p","+4,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000383"
