"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"토니모리","214420","KOSPI","배진형","대표이사 · 10%이상주주 · 등기임원","6.3","26.5","▲20.2%p","+4,860,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000327"
"토니모리","214420","KOSPI","배해동","회장 · 등기임원","27.81","7.61","▼20.2%p","-4,860,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000341"
"HD현대","267250","KOSPI","정기선","회장 · 사실상지배주주 · 등기임원","6.12","9.67","▲3.55%p","+2,800,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000353"
"디와이에이","002880","KOSPI","박은진","부사장 · 사실상지배주주 · 등기임원","5","5","0%p","-1,869,888주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000309"
"코아스템켐온","166480","KOSDAQ","권광순","사장 · 등기임원","3.09","0","▼3.09%p","-1,585,072주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000257"
"윙스풋","335870","KOSDAQ","임신영","대표이사 · 사실상지배주주 · 등기임원","9.02","9.31","▲0.29%p","-1,199,787주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000224"
"디케이앤디","263020","KOSDAQ","최원빈","이사 · 비등기임원","0","5.68","▲5.68%p","+786,181주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000152"
"자비스","254120","KOSDAQ","김형철","대표이사 · 10%이상주주 · 등기임원","25.01","25.77","▲0.76%p","+235,544주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000113"
"오브젠","417860","KOSDAQ","유용희","대표이사 · 등기임원","2.43","6.54","▲4.11%p","+200,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000084"
"오브젠","417860","KOSDAQ","전배문","대표이사 · 사실상지배주주 · 등기임원","36.03","29.82","▼6.21%p","-200,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000081"
"3S","060310","KOSDAQ","정완영","대표이사 · 등기임원","0","0.28","▲0.28%p","+150,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000140"
"금호전기","001210","KOSPI","정헌욱","사내이사 · 등기임원","1.94","0.95","▼0.99%p","-123,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000331"
"엣지파운드리","105550","KOSDAQ","남용현","대표이사 · 등기임원","0.74","0.23","▼0.51%p","-79,766주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000356"
"대원전선","006340","KOSPI","서명환","대표이사 · 사실상지배주주 · 등기임원","3.49","3.46","▼0.03%p","+50,400주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000010"
"TCC스틸","002710","KOSPI","손봉락(孫鳳洛)","사내이사 회장 · 10%이상주주 · 등기임원","11.2","11.08","▼0.12%p","-33,600주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000253"
"크레버스","096240","KOSDAQ","김영화","회장 · 10%이상주주 · 비등기임원","17.15","17.28","▲0.13%p","+13,127주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000283"
"현대차증권","001500","KOSPI","이후술","전문상무 · 비등기임원","0.01","0.03","▲0.02%p","+11,554주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000269"
"상보","027580","KOSDAQ","이강현","이사 · 비등기임원","0","0.1","▲0.1%p","+11,320주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000237"
"서울옥션","063170","KOSDAQ","이호재","이사 · 사실상지배주주 · 등기임원","13.81","13.87","▲0.06%p","+11,125주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000132"
"아미코젠","092040","KOSDAQ","소지성","사내이사 · 등기임원","0.16","0.17","▲0.01%p","+10,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000054"
"동양","001520","KOSPI","정진학","대표이사 · 등기임원","0.03","0.04","▲0.01%p","+10,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000070"
