"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"SK오션플랜트","100090","KOSPI","디오션자산운용","기관·투자자","0","35.62","▲35.62%p","+22,256,969주","장외 주식매매계약 체결","+4,100억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000546"
"케이티앤지","033780","KOSPI","GICPrivateLimited","외국계","5.03","4.02","▼1.01%p","-2,204,347주","보유비율 1% 이상에 대한 변동보고","+1,629억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000176"
"LG디스플레이","034220","KOSPI","BlackRockFundAdvisors","외국계","7.16","3.67","▼3.49%p","-17,425,531주","보유비율 및 특별관계자 변동","+638억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000090"
"테크윙","089030","KOSDAQ","ManulifeInvestmentManagement(HongKong)Limited","외국계","5.46","6.79","▲1.33%p","+493,339주","장내에서 단순투자목적으로 발행회사의 주식 매수","+228억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000214"
"비츠로셀","082920","KOSDAQ","MORGANSTANLEY&COINTLPLC","외국계","5.48","3.56","▼1.92%p","-879,118주","직전보고서 이후 1%이상 변동(하락)에 따른 보고 의무 발생일 기준으로 대량","+119억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000206"
"HLB","028300","KOSDAQ","BlackRockFundAdvisors","외국계","7.15","3.37","▼3.78%p","-5,033,460주","보유비율 변동","+72억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000092"
"넥사다이내믹스","351320","KOSDAQ","세종메디칼","주요주주","5.15","3.03","▼2.12%p","-577,367주","전환사채 매도에 따른 1% 이상 변동","-22억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000330"
"하이젠알앤엠","160190","KOSDAQ","미래에셋자산운용","기관·투자자","4.87","5.13","▲0.26%p","+81,102주","신규","+16억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000192"
"한솔테크닉스","004710","KOSPI","미래에셋자산운용","기관·투자자","4.75","5.11","▲0.36%p","+191,293주","신규","+14억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000191"
"APS이노베이션","079810","KOSDAQ","APS","주요주주","23.63","25.19","▲1.56%p","+336,924주","보고자의 장내매수","+13억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000221"
"시지트로닉스","429270","KOSDAQ","심규환","주요주주","25.38","20.37","▼5.01%p","-322,886주","보유주식 매도","-11억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000229"
"감성코퍼레이션","036620","KOSDAQ","김호선","오너·특수관계","30.46","30.7","▲0.24%p","+209,000주","보고자 장내매수 - 보고자, 특수관계자 주식담보대출 대출기간 연장 - 보고자","+8억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000119"
"아이엠티","451220","KOSDAQ","씨스퀘어자산운용","기관·투자자","9.56","8.42","▼1.14%p","-82,524주","전환사채 매수 및 신주인수권부사채권 조기상환에 따른보유비율 변동","-7억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000317"
"바텍","043150","KOSDAQ","SwedbankRoburFonderAB","주요주주","5.05","3.02","▼2.03%p","-301,600주","장내에서 발행회사 주식 매도","+7억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000270"
"디젠스","113810","KOSDAQ","디에이치코리아","오너·특수관계","35.76","37.61","▲1.85%p","-9,211,934주","최대주주, 특별관계자 장내 매수 및 주식병합","+5억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000239"
