"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"한국항공우주","047810","KOSPI","NH투자증권","금융기관","0","0.59","▲0.59%p","+577,594주","고객계정 신탁계약 거래 및 장내매수도 등","+8,136억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000298"
"파크시스템스","140860","KOSDAQ","CapitalResearchandManagementCompany","외국계","5.01","6.07","▲1.06%p","+73,611주","단순투자목적으로 장내에서 발행회사의 주식 매수","+194억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000004"
"엣지파운드리","105550","KOSDAQ","남용현","주요주주","7.62","7.15","▼0.47%p","-4,876,884주","주식병합으로 인한 주식수 변동 및 전환사채 콜옵션 취득권리 상실에 따른 변경","-99억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000387"
"클래시스","214150","KOSDAQ","CapitalResearchandManagementCompany","외국계","6.16","5.1","▼1.06%p","-694,534주","투자자금 회수목적으로 장내에서 발행회사의 주식 처분","+80억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000007"
"금호전기","001210","KOSPI","신주홀딩스","오너·특수관계","32.6","29.83","▼2.77%p","-342,851주","특수관계자 보유 주식 장내매도","-45억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000344"
"한솔테크닉스","004710","KOSPI","미래에셋자산운용","기관·투자자","5.36","4.94","▼0.42%p","-220,322주","지분율 변동","+33억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000205"
"대진첨단소재","393970","KOSDAQ","오라이언자산운용","기관·투자자","5.47","0","▼5.47%p","-855,706주","장외매도에 따른 변동보고","-24억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000131"
"한스바이오메드","042520","KOSDAQ","타이거자산운용투자일임","기관·투자자","4.99","5.44","▲0.45%p","+776,441주","5%이상 보유 신규보고","+11억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000221"
"신영스팩10호","472220","KOSDAQ","하우자산운용","기관·투자자","3.32","8.11","▲4.79%p","+224,742주","5% 이상 보유에 따른 공시의무 발생","+6억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000233"
"크레버스","096240","KOSDAQ","김영화","오너·특수관계","27.16","27.34","▲0.18%p","+18,477주","보고자 장내매수 보고자 및 특별관계자 보유주식등에 관한 계약 내용 변경","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000286"
"서울옥션","063170","KOSDAQ","이호재","오너·특수관계","30.55","30.71","▲0.16%p","+28,086주","특별관계자 보유주식수 변동(1%미만)","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000138"
"토니모리","214420","KOSPI","배해동","오너·특수관계","53","52.9","▼0.1%p","-25,400주","보고자(배해동) 주식 증여 특별관계자의 장내 주식 매도","-1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000363"
"신한제12호스팩","474660","KOSDAQ","더블유자산운용","기관·투자자","7.33","8.42","▲1.09%p","+59,999주","보유비율 1% 이상 변동","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000112"
"신한제18호스팩","0129K0","KOSDAQ","더블유자산운용","기관·투자자","7.76","8.83","▲1.07%p","+59,999주","보유비율 1% 이상 변동","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000015"
"윙스풋","335870","KOSDAQ","모티바코리아","오너·특수관계","61.44","61.63","▲0.19%p","-12,152,704주","주식(액면)병합에 따른 주식수 변동 특수관계인 장내매수","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000278"
"디와이에이","002880","KOSPI","영일이","주요주주","45.1","45.24","▲0.14%p","-16,865,904주","5대1 주식(액면)병합으로 인한 소유주식수 변동 보고","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000347"
