"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"삼성제약","001360","KOSPI","제스트 신기술조합 제72호","주요주주","8.55","0","▼8.55%p","-8,799,497주","전환사채 매도에 따른 변동보고","-110억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000441"
"파라텍","033540","KOSDAQ","투믹스 밸류업 신기술투자조합","기관·투자자","0","16.78","▲16.78%p","+2,107,481주","보고자의 전환사채 매수에 따른 신규보고","+73억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000438"
"LS","006260","KOSPI","구자열","오너·특수관계","32.58","33.11","▲0.53%p","+2,354주","특별관계자 추가 및 보유주식수 변동 - 보유주식에 관한 계약 변경","+54억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000465"
"사조대림","003960","KOSPI","사조산업","오너·특수관계","75.79","76.92","▲1.13%p","+100,540주","특별관계자 보유주식 변동(1% 이상)","+31억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000432"
"대한해운","005880","KOSPI","MORGANSTANLEY&COINTLPLC","외국계","0","5.08","▲5.08%p","+16,415,412주","5%이상 보유에 따른 신규보고","+20억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000293"
"대동","000490","KOSPI","김준식","오너·특수관계","34.17","34.58","▲0.41%p","+120,020주","임원 및 특별관계자 장내 매수","+9억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000236"
"키움제11호스팩","489480","KOSDAQ","하우자산운용","기관·투자자","0","6.64","▲6.64%p","+438,554주","5% 이상 보유에 따른 공시의무 발생","+9억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000372"
"평화산업","090080","KOSPI","평화홀딩스","주요주주","62.37","63.75","▲1.38%p","+757,381주","장내매수","+8억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000212"
"에이텍모빌리티","224110","KOSDAQ","신승영","오너·특수관계","38.53","40.22","▲1.69%p","+85,610주","특별관계자의 보유주식수 변동","+7억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000056"
"전방","000950","KOSPI","삼영엔지니어링","오너·특수관계","17.4","18.46","▲1.06%p","+17,818주","특별관계자 장내매수 취득","+6억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000448"
"백금T&A","046310","KOSDAQ","차파트너스자산운용","기관·투자자","6.19","7.42","▲1.23%p","+202,144주","장내매매에 따른 보유주식 수 변동","+6억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000418"
"서울옥션","063170","KOSDAQ","이호재","오너·특수관계","30.1","30.55","▲0.45%p","+80,000주","특별관계자 보유주식수 변동(1%미만) - 특별관계자 주식 담보대출 변경","+4억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000175"
"한국콜마","161890","KOSPI","콜마홀딩스","오너·특수관계","26.55","26.54","▼0.01%p","-1,326주","특별관계자 장내매도 및 특별관계 해소","-2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000337"
"카카오게임즈","293490","KOSDAQ","카카오","오너·특수관계","61.88","56.89","▼4.99%p","-5,875,849주","계열제외에 따른 관련 특별관계자 및 보유비율 변동","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000388"
"에프엔씨엔터","173940","KOSDAQ","한성호","오너·특수관계","55.26","55.61","▲0.35%p","+72,765주","특별관계자 장내매수에 따른 특별관계자 추가 및 보유주식수 변동","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000135"
"한국정밀기계","101680","KOSDAQ","하종식","오너·특수관계","53.36","54.04","▲0.68%p","+57,141주","특별관계자 추가(장내매수) 및 특별관계자의 장내매수","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000263"
"비큐AI","148780","KOSDAQ","임경환","오너·특수관계","35.31","36.16","▲0.85%p","+36,000주","장내매수로 인한 보유 주식수 증가(변동)최대주주 거래계획 이행 중간 보고","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000055"
"비큐AI","148780","KOSDAQ","임경환","오너·특수관계","35.31","36.16","▲0.85%p","+36,000주","장내매수로 인한 보유 주식수 증가(변동) 최대주주 거래계획 이행 중간 보고","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260825000098"
