"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"케이카","381970","KOSPI","한앤코오토서비스홀딩스","10%이상주주","72.19","0","▼72.19%p","-35,245,670주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000446"
"뉴온","123840","KOSDAQ","최봉근","대표이사 · 등기임원","3.83","0.85","▼2.98%p","-10,654,825주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000411"
"빌리언스","044480","KOSDAQ","휴마시스","10%이상주주","40.05","40.05","0%p","-10,652,688주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000538"
"케이바이오랩스","038530","KOSDAQ","미래아이앤지","사실상지배주주","40.99","40.99","0%p","-8,490,250주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000506"
"세화피앤씨","252500","KOSDAQ","이훈구","대표이사 · 등기임원","24.69","24.69","0%p","-8,195,493주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000379"
"인콘","083640","KOSDAQ","미래아이앤지","사실상지배주주","32.29","32.29","0%p","-5,931,419주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000491"
"인콘","083640","KOSDAQ","케이바이오랩스","10%이상주주","23.16","23.16","0%p","-4,253,996주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000512"
"페니트리움바이오","187660","KOSDAQ","현대바이오","10%이상주주","26.62","25.99","▼0.63%p","+2,233,264주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000470"
"빛과전자","069540","KOSDAQ","케이헤드조합","사실상지배주주","20.14","9.63","▼10.51%p","-1,120,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000524"
"세화피앤씨","252500","KOSDAQ","이재복","부사장 · 등기임원","1.04","1.04","0%p","-343,628주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000473"
"사조대림","003960","KOSPI","주진우","회 장 · 등기임원","1.55","0","▼1.55%p","-141,074주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000358"
"제테마","216080","KOSDAQ","남정선","대표이사 · 등기임원","2.17","1.86","▼0.31%p","-120,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000539"
"메카로","241770","KOSDAQ","이재정","회장 · 등기임원","28.22","26.82","▼1.4%p","-117,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000312"
"세화피앤씨","252500","KOSDAQ","조준한","이사 · 등기임원","0.3","0.3","0%p","-98,080주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000432"
"라온텍","418420","KOSDAQ","이광수","전무이사 · 비등기임원","0.82","0.69","▼0.13%p","-40,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000202"
"라온텍","418420","KOSDAQ","김민석","연구소장 · 등기임원","0.83","0.7","▼0.13%p","-40,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000197"
"서부T&D","006730","KOSDAQ","엠와이에이치","사실상지배주주","17.89","17.87","▼0.02%p","-18,196주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000516"
"나라스페이스테크놀로지","478340","KOSDAQ","박재필","대표이사 · 사실상지배주주 · 등기임원","20.3","20.29","▼0.01%p","+15,010주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000094"
"삼성전기","009150","KOSPI","김응수","부사장 · 비등기임원","0","0","0%p","-800주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000177"
"세방전지","004490","KOSPI","이원석","전무 · 비등기임원","0.01","0","▼0.01%p","-760주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000444"
