"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"금호전기","001210","KOSPI","신주홀딩스","오너·특수관계","32.6","29.83","▼2.77%p","-342,851주","특수관계자 보유 주식 장내매도","-45억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000344"
"크레버스","096240","KOSDAQ","김영화","오너·특수관계","27.16","27.34","▲0.18%p","+18,477주","보고자 장내매수 보고자 및 특별관계자 보유주식등에 관한 계약 내용 변경","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000286"
"서울옥션","063170","KOSDAQ","이호재","오너·특수관계","30.55","30.71","▲0.16%p","+28,086주","특별관계자 보유주식수 변동(1%미만)","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000138"
"토니모리","214420","KOSPI","배해동","오너·특수관계","53","52.9","▼0.1%p","-25,400주","보고자(배해동) 주식 증여 특별관계자의 장내 주식 매도","-1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000363"
"윙스풋","335870","KOSDAQ","모티바코리아","오너·특수관계","61.44","61.63","▲0.19%p","-12,152,704주","주식(액면)병합에 따른 주식수 변동 특수관계인 장내매수","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000278"
"씨티케이","260930","KOSDAQ","정인용","오너·특수관계","49.24","49.24","0%p","0주","보고자 및 특별관계자의 보유주식 담보계약(연장)에 따른 변경보고","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000110"
"아이티엠반도체","084850","KOSDAQ","NICE","오너·특수관계","61.4","61.4","0%p","0주","특별관계자의 주식담보계약 변경","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000235"
"TCC스틸","002710","KOSPI","손봉락(孫鳳洛)","오너·특수관계","30.89","30.89","0%p","0주","증여(-)/수증(+), 특수관계자 추가, 보유주식등의 계약관련 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000241"
"차바이오텍","085660","KOSDAQ","차광렬","오너·특수관계","25.12","25.12","0%p","0주","특별관계자 주식담보대출 일부상환 및 계약연장","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000272"
"HLB제약","047920","KOSDAQ","HLB생명과학","오너·특수관계","24.31","24.31","0%p","0주","특별관계자 주식담보대출 연장 및 일부상환, 신규 주식담보계약 체결","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000280"
"국전","307750","KOSDAQ","홍종호","오너·특수관계","52.23","52.23","0%p","0주","대표보고자 홍종호 : 대출금액 일부 상환 및 신규 대출 ※특별관계자 포함 보","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000279"
"베노티앤알","206400","KOSDAQ","라미쿠스","오너·특수관계","23.65","23.65","0%p","0주","최대주주 변경을 수반하는 주식양수도계약 체결의 변경계약","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000303"
"DL이앤씨","375500","KOSPI","DL","오너·특수관계","24.84","24.81","▼0.03%p","-10,944주","특별관계자 및 보유주식수 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000348"
"HD현대","267250","KOSPI","정몽준","오너·특수관계","37.12","37.12","0%p","0주","보고자 및 특별관계자 보유주식 수 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000361"
"우성머티리얼스","011300","KOSPI","더블유에스","오너·특수관계","18.69","18.42","▼0.27%p","+259,672주","특별관계자 추가 및 주식수 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000377"
