"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"HLB제약","047920","KOSDAQ","HLB생명과학","주요주주","21.74","24.31","▲2.57%p","+1,124,917주","유상증자에 따른 신주인수권증서 배정 및 일부매도","+86억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001178"
"천보","278280","KOSDAQ","이상율","오너·특수관계","54.61","55.31","▲0.7%p","+102,312주","최대주주 주식매입 - 특수관계인 주식매입","+43억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001448"
"인카금융서비스","211050","KOSDAQ","심두섭","주요주주","6.41","7.27","▲0.86%p","+289,453주","보유주식수 변동, 계약 변경","+36억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831000885"
"씨엑스아이","900120","KOSDAQ","WANG GUANGCAI","주요주주","0","21.18","▲21.18%p","+2,400,000주","제3자배정 유상증자 신주 취득","+25억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831000840"
"천보","278280","KOSDAQ","이상율","오너·특수관계","54.2","54.61","▲0.41%p","+60,190주","최대주주 주식매입 - 특수관계인 주식매입","+24억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001439"
"씨엑스아이","900120","KOSDAQ","LIN JINSHENG","주요주주","46.03","37.44","▼8.59%p","-1,244,248주","주식병합 및 제3자배정 유상신주 취득","-13억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831000792"
"현대그린푸드","453340","KOSPI","현대지에프홀딩스","오너·특수관계","52.42","52.8","▲0.38%p","-60,000주","자기주식 소각 및 감자에 따른 지분율 변동 특별관계자의 보유주식 장내매도 특","-11억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001477"
"씨엑스아이","900120","KOSDAQ","ZHANG DONGXIAN","주요주주","10.2","24.18","▲13.98%p","+1,040,000주","제3자배정 유상증자 신주 취득","+11억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831000860"
"세종텔레콤","036630","KOSDAQ","세종","주요주주","78.57","79.13","▲0.56%p","+78,000주","보유주식수 변동","+6억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001525"
"디와이덕양","024900","KOSPI","윤성희","오너·특수관계","43.63","44.66","▲1.03%p","+334,000주","특수관계자 장내매수","+6억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001487"
"오비고","352910","KOSDAQ","이동민","주요주주","0","5.63","▲5.63%p","+711,000주","장내매수에 따른 보고의무 발생","+3억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001463"
"코오롱인더","120110","KOSPI","코오롱","오너·특수관계","34.91","34.89","▼0.02%p","-4,711주","특별관계자의 장내매도 및 특별관계 해소에 따른 보유 주식수ㆍ보유 비율 변동","-3억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001419"
