"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"핑거","163730","KOSDAQ","메가존클라우드","주요주주","0","17.79","▲17.79%p","+2,762,430주","전환사채 신규 취득","+266억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000553"
"패션플랫폼","225590","KOSDAQ","메이븐에프씨","오너·특수관계","39.36","39.66","▲0.3%p","-8,453,782주","주식병합(1:5)에 따른 보유주식수 및 발행주식총수 변동, 특별관계자 장내매","-255억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001595"
"클로봇","466100","KOSDAQ","김창구","주요주주","16.38","13.86","▼2.52%p","-767,988주","유상증자에 따른 신주 취득","-214억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001544"
"삼성전자","005930","KOSPI","삼성물산","주요주주","19.69","19.69","0%p","-152,009주","보유주식수 변동 - 보유주식등에 관한 계약의 변경","+167억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001916"
"앱튼","270520","KOSDAQ","에이프로젠","오너·특수관계","74.45","55.17","▼19.28%p","-1,868,000주","보고자 특별관계인이 보유한 발행사 전환사채 매도에 따른 보유 주식 수량 및 ","-68억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001623"
"한국화장품제조","003350","KOSPI","에셋플러스자산운용","기관·투자자","4.53","5.16","▲0.63%p","+1,169,709주","5% 이상 지분 보유 신규보고","+20억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000539"
"금호에이치티","214330","KOSPI","에코볼트","오너·특수관계","45.66","47.78","▲2.12%p","+221,766주","특별관계자의 장내매수에 따른 변동보고","+17억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001328"
"셀트리온","068270","KOSPI","셀트리온홀딩스","주요주주","33.13","33.12","▼0.01%p","-5,772주","주식담보대출 만기연장 및 신규차입 / 특관자 주식매도 / 스톡옵션행사","-11억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001911"
"다산디엠씨","208860","KOSDAQ","다산네트웍스","주요주주","64.13","65.96","▲1.83%p","+622,260주","보고자 본인 장내매수","+7억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001556"
"다산솔루에타","154040","KOSDAQ","다산인베스트","오너·특수관계","60.24","62.75","▲2.51%p","+542,362주","보고자 및 특별관계자의 장내 매수","+6억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001546"
"메디톡스","086900","KOSDAQ","정현호","오너·특수관계","18.65","18.74","▲0.09%p","+6,619주","보고자 및 특별관계자 장내 주식 취득 - 보고자 주식담보대출 계약변경","+5억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000412"
"에스와이","109610","KOSDAQ","홍영돈","오너·특수관계","34.72","35.05","▲0.33%p","+157,758주","특수관계인 주식변동 및 주식담보대출 내용 변경","+4억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001627"
"코아시아","045970","KOSDAQ","이희준","주요주주","19.58","20.13","▲0.55%p","+144,047주","주식담보계약 연장 및 장내매수","+4억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001814"
"솔루엠","248070","KOSPI","전성호","오너·특수관계","32.98","33.02","▲0.04%p","+20,000주","최대주주 보유주식수 변동","+3억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001517"
"케이바이오랩스","038530","KOSDAQ","미래아이앤지","주요주주","40.11","40.99","▲0.88%p","+229,123주","장내매수","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001536"
"휴마시스","205470","KOSDAQ","아티스트","오너·특수관계","20.51","20.77","▲0.26%p","+63,789주","특별관계자 장내매수","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001493"
"아이티아이즈","372800","KOSDAQ","이성남","오너·특수관계","50.23","51.11","▲0.88%p","+63,454주","특별관계자의 장내매수 및 특별관계자 추가에 따른 변동보고 - 의결권 공동행사","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000564"
"동원수산","030720","KOSPI","왕기철","오너·특수관계","21.76","22.27","▲0.51%p","+23,750주","특별관계자의 보유주식 변동","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001695"
"주연테크","044380","KOSPI","화평홀딩스","주요주주","39.56","40.58","▲1.02%p","+141,670주","장내매수 지분취득","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001808"
"에스엠씨지","460870","KOSDAQ","최승호","주요주주","46.51","46.71","▲0.2%p","+40,643주","장내매수","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001902"
"링크드","193250","KOSDAQ","민용재","주요주주","30.91","32.88","▲1.97%p","+365,765주","장내매수 - 발행회사의 전환사채 매수선택권 행사자 지정","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001520"
"에스엠씨지","460870","KOSDAQ","최승호","주요주주","46.38","46.51","▲0.13%p","+26,041주","장내매수 및 주식담보계약 연장","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001898"
"국영지앤엠","006050","KOSDAQ","최재원","주요주주","17.14","17.09","▼0.05%p","-5,385,937주","장내매수매도, 액면병합","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001227"
"HLB바이오스텝","278650","KOSDAQ","HLB","주요주주","19.83","19.91","▲0.08%p","+15,194주","장내매수","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000904"
"에스엠씨지","460870","KOSDAQ","최승호","주요주주","46.71","46.76","▲0.05%p","+10,353주","장내매수","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001908"
"오비고","352910","KOSDAQ","장영준","주요주주","34.27","34.28","▲0.01%p","+1,400주","장내 주식 매수 및 보유주식등에 관한 계약 내용 변경","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000569"
"AJ네트웍스","095570","KOSPI","문덕영","오너·특수관계","55.95","55.95","0%p","+255주","특별관계자의 장내매수","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001365"
"센서뷰","321370","KOSDAQ","김병남","주요주주","13.76","10.05","▼3.71%p","-173,630주","보유주식등의 내역 변동 - 유상증자에 따른 보유주식등의 내역 변동","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001549"
"후성","093370","KOSPI","김근수","오너·특수관계","46.04","46.04","0%p","+94주","특수관계자의 보유주식에 관한 주식담보계약 연장","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001637"
"신진에스엠","138070","KOSDAQ","김은식","오너·특수관계","50.95","50.96","▲0.01%p","+300주","특별관계자 장내매수","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001932"
