"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"모아데이타","288980","KOSDAQ","한상진","대표이사 · 사실상지배주주 · 등기임원","23.42","8","▼15.42%p","-5,144,896주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000921"
"모아데이타","288980","KOSDAQ","신승환","부사장 · 등기임원","10.51","0.03","▼10.48%p","-3,400,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000848"
"아바코","083930","KOSDAQ","위지명","회장 · 10%이상주주 · 등기임원","5.07","10.33","▲5.26%p","+733,863주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000800"
"대교","019680","KOSPI","강호준","대표이사 · 등기임원","0.33","0.33","0%p","-164,898주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000445"
"HLB파나진","046210","KOSDAQ","진양곤","사내이사 · 등기임원","1.01","1.3","▲0.29%p","+130,100주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000960"
"HLB제약","047920","KOSDAQ","진양곤","이사 · 등기임원","3.05","2.78","▼0.27%p","+129,044주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000959"
"에스씨디","042110","KOSDAQ","오길호","대표이사 · 등기임원","0","0.22","▲0.22%p","+105,505주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000442"
"유니온바이오메트릭스","203450","KOSDAQ","신요식","대표이사 · 사실상지배주주 · 등기임원","21.64","22.17","▲0.53%p","+74,756주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000269"
"에이텍","045660","KOSDAQ","신승영","대표이사 · 10%이상주주 · 등기임원","27.59","28.25","▲0.66%p","+54,008주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827001054"
"대교","019680","KOSPI","강호철","기타비상무이사 · 등기임원","0.08","0.08","0%p","-42,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000450"
"에스씨디","042110","KOSDAQ","최병삼","이사 · 비등기임원","0","0.07","▲0.07%p","+35,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000456"
"상상인증권","001290","KOSPI","황원경","상무 · 등기임원","0.03","0.03","0%p","-29,541주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000198"
"제놀루션","225220","KOSDAQ","김기옥","대표이사 · 사실상지배주주 · 등기임원","17.76","17.92","▲0.16%p","+29,420주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000968"
"대교","019680","KOSPI","박수완","독립이사 · 등기임원","0.05","0.05","0%p","-26,690주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000500"
"주성코퍼레이션","109070","KOSPI","허용호","대표이사 · 등기임원","0.12","0.16","▲0.04%p","+25,133주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000596"
"대신정보통신","020180","KOSDAQ","이재원","대표이사 · 등기임원","9.37","9.63","▲0.26%p","+20,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000569"
"미원홀딩스","107590","KOSPI","김정돈","대표이사 · 10%이상주주 · 등기임원","10.57","11.29","▲0.72%p","+16,570주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000419"
"HLB바이오스텝","278650","KOSDAQ","문정환","부회장 · 등기임원","0.07","0.16","▲0.09%p","+15,194주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000256"
"HLB이노베이션","024850","KOSDAQ","진양곤","사내이사 · 등기임원","0.69","0.73","▲0.04%p","+13,485주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000961"
"우진플라임","049800","KOSPI","임동규","부사장 · 등기임원","0.67","0.72","▲0.05%p","+11,173주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000617"
"진양산업","003780","KOSPI","최원석","대표이사 · 등기임원","0","0.08","▲0.08%p","+10,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000234"
"제놀루션","225220","KOSDAQ","박정훈","상무 · 비등기임원","0","0.05","▲0.05%p","+10,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000711"
"에스제이그룹","306040","KOSDAQ","이주영","대표이사 · 사실상지배주주 · 등기임원","34.75","34.85","▲0.1%p","+9,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000603"
"아이에스티이","212710","KOSDAQ","허정수","상무 · 비등기임원","0.7","0.62","▼0.08%p","-8,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000997"
"제놀루션","225220","KOSDAQ","김우진","상무 · 비등기임원","0.11","0.15","▲0.04%p","+7,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000725"
"진양폴리우레탄","010640","KOSPI","김성웅","상무이사 · 비등기임원","0","0.03","▲0.03%p","+6,189주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000426"
"하나마이크론","067310","KOSDAQ","김강표","상무 · 비등기임원","0.01","0","▼0.01%p","-5,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000981"
"하나마이크론","067310","KOSDAQ","김진석","전무 · 비등기임원","0.01","0","▼0.01%p","-5,200주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000970"
"진양폴리우레탄","010640","KOSPI","최재호","대표이사 · 등기임원","0.09","0.12","▲0.03%p","+5,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000414"
"제놀루션","225220","KOSDAQ","이순신","상무 · 비등기임원","0","0.03","▲0.03%p","+5,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000716"
"HLB이노베이션","024850","KOSDAQ","김범수","사장 · 비등기임원","0","0.01","▲0.01%p","+4,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000310"
"제놀루션","225220","KOSDAQ","신희종","이사 · 비등기임원","0.02","0.03","▲0.01%p","+3,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000734"
"닷밀","464580","KOSDAQ","정해운","대표이사 · 10%이상주주 · 등기임원","32.23","32.24","▲0.01%p","+3,124주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000280"
"유진테크","084370","KOSDAQ","제성태","전무 · 비등기임원","0.02","0.03","▲0.01%p","+2,432주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000910"
"티엘비","356860","KOSDAQ","정재우","부사장 · 비등기임원","0.01","0.02","▲0.01%p","+2,420주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000041"
"지에프씨생명과학","388610","KOSDAQ","강희철","대표이사 · 사실상지배주주 · 등기임원","33.02","33.06","▲0.04%p","+2,290주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000540"
"위세아이텍","065370","KOSDAQ","김다산","대표이사 · 등기임원","25.37","25.39","▲0.02%p","+1,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000214"
"동국알앤에스","075970","KOSDAQ","권선환","이사 · 비등기임원","0","0.01","▲0.01%p","+1,200주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000470"
"유진테크","084370","KOSDAQ","박기철","이사 · 비등기임원","0","0","0%p","-1,095주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000918"
"디티앤씨","187220","KOSDAQ","김윤상","부사장 · 등기임원","0.03","0.04","▲0.01%p","+1,079주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000647"
"대교","019680","KOSPI","신민경","사내이사 · 등기임원","0","0","0%p","-995주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000454"
"대교","019680","KOSPI","이영호","사내이사 · 등기임원","0","0","0%p","-978주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000462"
"와이엠티","251370","KOSDAQ","이홍기","독립이사 · 등기임원","0","0.01","▲0.01%p","+890주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000904"
"동국알앤에스","075970","KOSDAQ","김영환","전무 · 등기임원","0","0","0%p","+100주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000479"
"금비","008870","KOSPI","고기영","대표이사 · 10%이상주주 · 등기임원","11.85","11.86","▲0.01%p","+55주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000593"
"현대건설","000720","KOSPI","최원희","상무 · 비등기임원","0","0","0%p","+30주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260827000488"
