"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"서흥","008490","KOSPI","우승환","주요주주","4.93","5.6","▲0.67%p","+77,428주","장내매매로 인한 변동보고 의무발생","+151억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000198"
"KSS해운","044450","KOSPI","더블스페셜티신기술투자조합제1호","기관·투자자","0","5.11","▲5.11%p","+1,154,264주","5% 이상 신규보고","+116억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000217"
"본느","226340","KOSDAQ","에이치투자조합","기관·투자자","0","7.7","▲7.7%p","+699,473주","소액공모(제3자배정)유상증자에 의한 신규취득","+52억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000255"
"M83","476080","KOSDAQ","정성진","오너·특수관계","49.61","35.08","▼14.53%p","-1,134,501주","의결권 공동행사약정 및 의무보유확약 기간 만료 등에 따른 공동보유관계 및 일","-45억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000331"
"대영포장","014160","KOSPI","신대양제지","주요주주","50.8","56.26","▲5.46%p","+5,910,363주","장내매매","+45억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000189"
"솔본","035610","KOSDAQ","홍기태","주요주주","69.92","71.32","▲1.4%p","+382,336주","보유주식비율 변동","+19억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000230"
"파인디앤씨","049120","KOSDAQ","홍성천","오너·특수관계","54.03","59.19","▲5.16%p","+551,567주","공개매수에 따른 특별관계자 보유주식수 변동 및 특별관계자 일부 변동","+14억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000270"
"퓨쳐켐","220100","KOSDAQ","지대윤","주요주주","14.33","13.83","▼0.5%p","-132,131주","신주인수권증서 매도","-10억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000199"
"이노진","344860","KOSDAQ","이광훈","오너·특수관계","46.97","49.09","▲2.12%p","+600,000주","특별관계인의 제3자배정 유상증자에 따른 신주 취득","+8억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000321"
"아스플로","159010","KOSDAQ","강두홍","오너·특수관계","55.79","56.02","▲0.23%p","+31,324주","특수관계자 주식 매수로 인한 보유주식수 변동","+7억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000035"
"케이피에프","024880","KOSDAQ","송현홀딩스","오너·특수관계","39.26","39.95","▲0.69%p","+108,956주","특별관계자 변동 및 추가 취득","+5억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000097"
"메디앙스","014100","KOSDAQ","김은정","오너·특수관계","38.16","39.41","▲1.25%p","+148,014주","특별관계자 장내매수","+5억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000311"
"휴마시스","205470","KOSDAQ","아티스트","오너·특수관계","19.91","20.51","▲0.6%p","+147,890주","특별관계자 장내매수","+4억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000194"
"솔루스첨단소재","336370","KOSPI","스카이레이크롱텀스트래티직인베스트먼트","오너·특수관계","53.27","53.31","▲0.04%p","+26,408주","특별관계자 추가, 주식근질권설정계약 체결","+3억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000235"
"만호제강","001080","KOSPI","엠에이치그룹홀딩스","주요주주","24.99","30.52","▲5.53%p","+9,680,252주","주식매수 등으로 인한 보유비율 증가","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000285"
"시스웍","269620","KOSDAQ","비비비","주요주주","14.36","0","▼14.36%p","-","투자자금회수를 위한 장내(정리매매) 매도","-1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000169"
"토마토시스템","393210","KOSDAQ","이상돈","오너·특수관계","27.85","27.98","▲0.13%p","+20,000주","주요계약(담보계약) 체결 - 특별관계자 보유주식수 변동","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000047"
"원림","005820","KOSPI","신성엽","오너·특수관계","60.52","60.46","▼0.06%p","-1,458주","주식 증여/수증으로 인한 주식 수 변동 특별관계자 장내매도 및 장내매수 특별","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000338"
"현대에이치티","039010","KOSDAQ","이건구","주요주주","38.74","38.76","▲0.02%p","+1,700주","보유주식수 변동 - 보유주식등에 관한 계약의 변경","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000268"
"인디에프","014990","KOSPI","글로벌세아","오너·특수관계","63.64","62.66","▼0.98%p","-148,000주","특별관계자 장내 매수 및 보고자 장내 매도","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000233"
